"Año","Nivel de experiencia","Tipo de contrato","Rol","Moneda de pago","Salario en USD","Residencia del empleado","Modalidad de trabajo","Ubicación de la empresa","Tamaño de la compañía"
"2023","Intermedio","Tiempo completo","Científico de datos","Dólar americano",200000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Científico de datos","Dólar americano",150000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",161500,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",119500,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",175000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",145000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",175000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",148750,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Otro","Dólar americano",105000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Otro","Dólar americano",85000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Investigador científico","Dólar americano",215000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Investigador científico","Dólar americano",146300,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Junior","Tiempo completo","Otro","Euro",214618,"Alemania","Remota","Alemania","Grande"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",72000,"Otro","Remota","Otro","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",60000,"Otro","Remota","Otro","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",153400,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",122700,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",260000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",175000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",186300,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",123900,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Investigador científico","Dólar americano",150000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",153400,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",122700,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",250000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",175000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Científico de datos","Euro",64385,"Otro","Parcialmente remota","Otro","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",185900,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",121700,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",153600,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",106800,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Independiente","Otro","Dólar americano",50000,"Otro","Parcialmente remota","Otro","Mediana"
"2023","Junior","Tiempo completo","Analista de datos","Dólar americano",100000,"Otro","Remota","Estados Unidos","Grande"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",247500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",172200,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Ejecutivo","Tiempo completo","Ingeniero de datos","Dólar americano",239000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",125000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",110000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Junior","Tiempo completo","Analista de datos","Dólar americano",150000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Junior","Tiempo completo","Analista de datos","Dólar americano",100000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",149076,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",82365,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",146000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",75000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",139500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",109400,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",139500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",109400,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",149600,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",102000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Analista de datos","Libra esterlina",97218,"Reino Unido","Presencial","Reino Unido","Mediana"
"2023","Intermedio","Tiempo completo","Analista de datos","Libra esterlina",48609,"Reino Unido","Presencial","Reino Unido","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",252000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",129000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",95000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",85500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",185900,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",121700,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Junior","Tiempo completo","Investigador científico","Dólar americano",150000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Junior","Tiempo completo","Investigador científico","Dólar americano",100000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",145000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",125000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Científico de datos","Dólar americano",150000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Científico de datos","Dólar americano",97750,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",201000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",122000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",252000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",129000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",120000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",75000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Científico de datos","Dólar americano",116990,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Científico de datos","Dólar americano",82920,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",185900,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",129300,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Otro","Dólar americano",200000,"Estados Unidos","Presencial","Estados Unidos","Pequeña"
"2023","Intermedio","Tiempo completo","Otro","Dólar americano",125000,"Estados Unidos","Presencial","Estados Unidos","Pequeña"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",201000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",122000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",204500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",142200,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Otro","Dólar americano",155000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Otro","Dólar americano",140000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Otro","Dólar americano",205920,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Otro","Dólar americano",171600,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",121500,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",78000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",154000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",116000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",190000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",136000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Analista de datos","Libra esterlina",78990,"Reino Unido","Remota","Reino Unido","Mediana"
"2023","Intermedio","Tiempo completo","Analista de datos","Libra esterlina",43809,"Reino Unido","Remota","Reino Unido","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",180000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",110000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",275300,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",183000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",170000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",140000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",154000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",116000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",160000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",130000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",200000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",175000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",160000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Libra esterlina",127599,"Reino Unido","Presencial","Reino Unido","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Libra esterlina",103294,"Reino Unido","Presencial","Reino Unido","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",153600,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",106800,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Junior","Tiempo completo","Analista de datos","Dólar americano",85000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Junior","Tiempo completo","Analista de datos","Dólar americano",75000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",225000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",156400,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de análisis","Dólar americano",150000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de análisis","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",163800,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",126000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",145000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",90000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",204500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",142200,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",95000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",85500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",167500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",106500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",163800,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",126000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Otro","Dólar americano",155000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Otro","Dólar americano",140000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Investigador científico","Dólar americano",250000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Investigador científico","Dólar americano",200000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",260000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",186000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",160000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",130000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Investigador científico","Dólar americano",200000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Investigador científico","Dólar americano",150000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Euro",48289,"España","Presencial","España","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Euro",38631,"España","Presencial","España","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",150000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Junior","Tiempo completo","Analista de datos","Dólar americano",30000,"India","Parcialmente remota","India","Mediana"
"2023","Intermedio","Tiempo completo","Investigador científico","Dólar americano",185000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Investigador científico","Dólar americano",125000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Junior","Medio tiempo","Analista de datos","Dólar americano",34320,"Estados Unidos","Remota","Estados Unidos","Pequeña"
"2022","Intermedio","Tiempo completo","Otro","Otra",9289,"Otro","Remota","Otro","Mediana"
"2023","Senior","Tiempo completo","Otro","Euro",75116,"Otro","Remota","Otro","Grande"
"2022","Ejecutivo","Tiempo completo","Otro","Dólar americano",106000,"Otro","Presencial","Otro","Grande"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",175000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",130000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",122000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",93800,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Otro","Dólar americano",150000,"Otro","Remota","Otro","Mediana"
"2023","Senior","Tiempo completo","Otro","Dólar americano",90000,"Otro","Remota","Otro","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",165000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",112000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Junior","Tiempo completo","Otro","Dólar americano",220000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Otro","Euro",71897,"Alemania","Remota","Alemania","Mediana"
"2023","Junior","Tiempo completo","Otro","Euro",64385,"Alemania","Presencial","Alemania","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",204500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",142200,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Rupia india",15806,"India","Remota","India","Pequeña"
"2023","Intermedio","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",200000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",175000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",185900,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",129300,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",185900,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",121700,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",204500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",142200,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Científico de datos","Dólar americano",40000,"Otro","Parcialmente remota","Otro","Grande"
"2023","Senior","Tiempo completo","Otro","Otra",29453,"Otro","Parcialmente remota","Otro","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",180180,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",106020,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",136000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",104000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",125000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",110000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",153400,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",122700,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Ejecutivo","Tiempo completo","Ingeniero de datos","Dólar americano",239000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",152380,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",121904,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",185900,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",129300,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",247500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",172200,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Arquitecto de datos","Dólar americano",168400,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Arquitecto de datos","Dólar americano",105200,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",128280,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",106900,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2022","Senior","Tiempo completo","Otro","Dólar americano",192000,"Estados Unidos","Remota","Estados Unidos","Grande"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",140000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Ingeniero de datos","Dólar americano",100000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Otro","Euro",107309,"Alemania","Remota","Alemania","Pequeña"
"2023","Senior","Tiempo completo","Otro","Euro",85847,"Alemania","Remota","Alemania","Pequeña"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",275000,"Alemania","Presencial","Alemania","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",174000,"Alemania","Presencial","Alemania","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",139500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",109400,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",139500,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de aprendizaje automático","Dólar americano",109400,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",170500,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",85000,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Otro","Libra esterlina",72946,"Reino Unido","Presencial","Reino Unido","Mediana"
"2023","Senior","Tiempo completo","Otro","Libra esterlina",54365,"Reino Unido","Presencial","Reino Unido","Mediana"
"2023","Ejecutivo","Tiempo completo","Otro","Libra esterlina",160288,"Reino Unido","Presencial","Reino Unido","Mediana"
"2023","Ejecutivo","Tiempo completo","Otro","Libra esterlina",127467,"Reino Unido","Presencial","Reino Unido","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",80000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",65000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",124740,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",65488,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Otro","Dólar americano",72200,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Otro","Dólar americano",64980,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",153600,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",106800,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",179975,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Analista de datos","Dólar americano",86466,"Estados Unidos","Remota","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",120000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Senior","Tiempo completo","Ingeniero de datos","Dólar americano",90000,"Estados Unidos","Presencial","Estados Unidos","Mediana"
"2023","Intermedio","Tiempo completo","Otro","Libra esterlina",51039,"Reino Unido","Presencial","Reino Unido","Mediana"
"2023","Intermedio","Tiempo completo","Otro","Libra esterlina",42533,"Reino Unido","Presencial","Reino Unido","Mediana"
"2023","Senior","Tiempo completo","Científico de datos","Dólar americano",149076,"Estados Unidos","Presencial","Estados Unidos","Mediana"
